Hyb09cy3	Hyb09cy5
id109o25H12.1	4854.000000	3439.000000
id110o25H3.1	291.000000	774.000000
id111o25H5.2	2982.000000	6909.000000
id112o25H8.1	8243.000000	4937.000000
id113o26A10.2	7258.000000	5179.000000
id114o26B11.1	1570.000000	1103.000000
id115o26D10.1	3102.000000	1559.000000
id116o26F11.2	104.000000	0.000000
id117o26G2.1	541.000000	303.000000
id118o26G5.1	1154.000000	1103.000000
id119o26G7.2	520.000000	1145.000000
id120o27C3.2	877.000000	908.000000
id121o27D11.2	685.000000	591.000000
id122o27D3.1	5014.000000	2443.000000
id123o27E2.1	88.000000	0.000000
id124o27G10.2	4809.000000	2321.000000
id125o27G8.2	10913.000000	8377.000000
id126o27H3.1	21402.000000	22465.000000
id127o29B3.2	1188.000000	332.000000
id128o29C2.2	3710.000000	3749.000000
id129o29C5.2	1097.000000	311.000000
id130o29D8.1	1622.000000	1143.000000
id131o29G3.1	1860.000000	26575.000000
id132o2100lambda	12463.000000	9896.000000
id133o2200lambda	30316.000000	29588.000000
id134o250lambda	4099.000000	3081.000000
id135o3.16	2715.000000	901.000000
id136o3.33	942.000000	362.000000
id137o3.39	1097.000000	905.000000
id138o3.4	3863.000000	3930.000000
id139o30B9.2	712.000000	275.000000
id140o32A6.2	4338.000000	2052.000000
id141o32B2.1	1229.000000	1278.000000
id142o32B3.1	2114.000000	1543.000000
id143o32C10.1	4194.000000	1396.000000
id144o32C9.1	1216.000000	1557.000000
id145o32E11.1	11460.000000	6474.000000
id146o32G5.2	814.000000	250.000000
id147o32G8.1	3848.000000	2551.000000
id148o3396754	4908.000000	13142.000000
id149o3396756	554.000000	1814.000000
id150o3396775	639.000000	676.000000
id151o3396792	12576.000000	6141.000000
id152o3396798	386.000000	209.000000
id153o3396802	206.000000	3.000000
id154o3396816	1007.000000	650.000000
id155o3396817	1876.000000	1084.000000
id156o3396821	911.000000	1446.000000
id157o3396823	638.000000	418.000000
id158o3396828	86.000000	24.000000
id159o3396847	556.000000	202.000000
id160o3396850	750.000000	589.000000
id161o3396854	298.000000	53.000000
id162o3396856	2168.000000	1232.000000
id163o3396872	1228.000000	679.000000
id164o3396876	3771.000000	4166.000000
id165o3396884	231.000000	42.000000
id166o3396893	27.000000	161.000000
id167o3396894	296.000000	782.000000
id168o3396896	179.000000	0.000000
id169o3396898	65.000000	0.000000
id170o3396900	74.000000	33.000000
id171o3396901	70.000000	283.000000
id172o3396907	124.000000	51.000000
id173o3396914	406.000000	769.000000
id174o3396918	247.000000	178.000000
id175o3396921	386.000000	291.000000
id176o3396952	597.000000	354.000000
id177o3396954	2922.000000	3458.000000
id178o3396960	371.000000	167.000000
id179o3396963	578.000000	363.000000
id180o3396968	150.000000	14.000000
id181o3396978	1.000000	0.000000
id182o3396983	1535.000000	1133.000000
id183o3396987	1699.000000	762.000000
id184o3396988	481.000000	271.000000
id185o3397008	205.000000	61.000000
id186o3397009	160.000000	89.000000
id187o3397017	3102.000000	2070.000000
id188o3397018	507.000000	643.000000
id189o3397020	3.000000	0.000000
id190o3397025	125.000000	0.000000
id191o3397028	417.000000	248.000000
id192o3397034	1551.000000	780.000000
id193o3397036	231.000000	154.000000
id194o3397040	4353.000000	2881.000000
id195o3397059	1241.000000	935.000000
id196o3397060	256.000000	135.000000
id197o3397064	135.000000	0.000000
id198o3397070	629.000000	409.000000
id199o3397074	152.000000	41.000000
id200o3397081	40.000000	0.000000
id201o3397085	18.000000	0.000000
id202o3397089	452.000000	99.000000
id203o3397098	683.000000	509.000000
id204o3397099	296.000000	247.000000
id205o3397103	93.000000	12.000000
id206o3397107	690.000000	553.000000
id207o3397108	73.000000	0.000000
id208o3397110	61.000000	0.000000
id209o3397113	28.000000	0.000000
id210o3397117	259.000000	203.000000
id211o3397120	182.000000	1625.000000
id212o3397124	531.000000	310.000000
id213o3397126	1684.000000	3699.000000
id214o3397127	140.000000	8.000000
id215o3397129	2094.000000	1548.000000
id216o3397132	4207.000000	708.000000
id217o3397134	460.000000	352.000000
id218o3397138	608.000000	305.000000
id219o3397139	122.000000	40.000000
id220o3397141	560.000000	1240.000000
id221o3397142	453.000000	1365.000000
id222o3397143	4714.000000	7244.000000
id223o3397147	100.000000	38.000000
id224o3397148	667.000000	331.000000
id225o3397150	755.000000	437.000000
id226o3397151	21.000000	0.000000
id227o3397152	12494.000000	11580.000000
id228o3397155	1228.000000	1688.000000
id229o3397158	944.000000	567.000000
id230o3397160	109.000000	16.000000
id231o3397161	351.000000	266.000000
id232o3397163	67.000000	0.000000
id233o3397164	1208.000000	1055.000000
id234o3397165	834.000000	667.000000
id235o3397166	1811.000000	1560.000000
id236o3397167	53.000000	13.000000
id237o3397168	752.000000	934.000000
id238o3397170	178.000000	99.000000
id239o3397172	3379.000000	2089.000000
id240o3397173	67.000000	3.000000
id241o3397175	3583.000000	4181.000000
id242o3397178	1956.000000	2190.000000
id243o3397181	2387.000000	1861.000000
id244o3397185	125.000000	163.000000
id245o3397189	800.000000	604.000000
id246o3397190	461.000000	964.000000
id247o3397192	484.000000	386.000000
id248o3397193	71.000000	0.000000
id249o3397196	395.000000	342.000000
id250o3397199	8.000000	0.000000
id251o3397202	355.000000	0.000000
id252o3397203	46.000000	0.000000
id253o3397204	2746.000000	2056.000000
id254o3397205	5208.000000	5803.000000
id255o3397207	240.000000	131.000000
id256o3397208	186.000000	918.000000
id257o3397209	308.000000	448.000000
id258o3397213	975.000000	558.000000
id259o3397214	806.000000	731.000000
id260o3397215	89.000000	0.000000
id261o3397216	2081.000000	1012.000000
id262o3397218	111.000000	0.000000
id263o3397219	205.000000	64.000000
id264o3397222	1143.000000	657.000000
id265o3397226	3061.000000	2506.000000
id266o3397229	974.000000	490.000000
id267o3397231	113.000000	116.000000
id268o3397232	188.000000	363.000000
id269o3397238	6572.000000	5117.000000
id270o3397239	160.000000	97.000000
id271o3397241	244.000000	30.000000
id272o3397242	2586.000000	1903.000000
id273o3397243	320.000000	129.000000
id274o3397244	894.000000	789.000000
id275o3397246	129.000000	30.000000
id276o3397248	798.000000	284.000000
id277o3397251	857.000000	355.000000
id278o3397254	1229.000000	447.000000
id279o3397257	122.000000	419.000000
id280o3397259	230.000000	0.000000
id281o3397262	262.000000	79.000000
id282o3397264	4966.000000	4674.000000
id283o3397267	131.000000	32.000000
id284o3397269	194.000000	1286.000000
id285o3397270	754.000000	6291.000000
id286o3397275	1015.000000	1462.000000
id287o3397276	1508.000000	2531.000000
id288o3397279	1618.000000	1792.000000
id289o3397281	86.000000	126.000000
id290o3397282	8394.000000	16124.000000
id291o3397284	268.000000	526.000000
id292o3397285	464.000000	345.000000
id293o3397287	208.000000	84.000000
id294o3397289	68.000000	78.000000
id295o3397290	102.000000	0.000000
id296o3397291	3154.000000	2919.000000
id297o3397292	57.000000	0.000000
id298o3397294	246.000000	29.000000
id299o3397295	11.000000	0.000000
id300o3397296	146.000000	43.000000
id301o3397297	304.000000	162.000000
id302o3397298	604.000000	390.000000
id303o3397300	519.000000	492.000000
id304o3397301	223.000000	31.000000
id305o3397302	388.000000	431.000000
id306o3397305	3862.000000	15961.000000
id307o3397313	6193.000000	3173.000000
id308o3397314	65.000000	0.000000
id309o3397315	2002.000000	1514.000000
id310o3397316	825.000000	747.000000
id311o3397319	48.000000	0.000000
id312o3397323	136.000000	16.000000
id313o3397326	744.000000	706.000000
id314o3397328	237.000000	799.000000
id315o3397330	262.000000	261.000000
id316o3397337	15066.000000	20847.000000
id317o3397338	169.000000	74.000000
id318o3397341	424.000000	1030.000000
id319o3397342	453.000000	272.000000
id320o3397343	845.000000	447.000000
id321o3397346	334.000000	234.000000
id322o3397349	3030.000000	1980.000000
id323o3397351	192.000000	47.000000
id324o3397352	3236.000000	1625.000000
id325o3397354	635.000000	6010.000000
id326o3397357	2834.000000	2586.000000
id327o3397358	107.000000	0.000000
id328o3397360	176.000000	202.000000
id329o3397363	289.000000	284.000000
id330o3397364	2827.000000	11985.000000
id331o3397365	0.000000	0.000000
id332o3397368	99.000000	0.000000
id333o3397369	176.000000	29.000000
id334o3397370	121.000000	27.000000
id335o3397373	184.000000	67.000000
id336o3397375	133.000000	542.000000
id337o3397380	288.000000	172.000000
id338o3397381	0.000000	0.000000
id339o3397382	1286.000000	1004.000000
id340o3397383	307.000000	180.000000
id341o3397384	72.000000	13.000000
id342o3397387	42.000000	6.000000
id343o3397390	88.000000	183.000000
id344o3397391	47.000000	0.000000
id345o3397393	0.000000	0.000000
id346o3397397	89.000000	0.000000
id347o3397398	63.000000	0.000000
id348o3397399	178.000000	57.000000
id349o3397402	453.000000	294.000000
id350o3397404	30.000000	256.000000
id351o3397407	1586.000000	2322.000000
id352o3397411	7.000000	0.000000
id353o3397413	148.000000	845.000000
id354o3397414	460.000000	945.000000
id355o3397416	18064.000000	23484.000000
id356o3397421	1729.000000	1544.000000
id357o3397425	558.000000	230.000000
id358o3397426	620.000000	4874.000000
id359o3397427	207.000000	88.000000
id360o3397432	182.000000	178.000000
id361o3397433	283.000000	131.000000
id362o3397434	750.000000	1681.000000
id363o3397435	137.000000	0.000000
id364o3397440	455.000000	111.000000
id365o3397443	162.000000	0.000000
id366o3397447	110.000000	2.000000
id367o3397449	605.000000	368.000000
id368o3397459	851.000000	525.000000
id369o3397462	23.000000	0.000000
id370o3397463	79.000000	0.000000
id371o3397464	3387.000000	6727.000000
id372o3397471	582.000000	296.000000
id373o3397475	16.000000	0.000000
id374o3397476	269.000000	3537.000000
id375o3397478	924.000000	935.000000
id376o3397480	61.000000	0.000000
id377o3397481	70.000000	0.000000
id378o3397483	54.000000	0.000000
id379o3397486	3235.000000	3081.000000
id380o3397487	336.000000	233.000000
id381o3397488	113.000000	13.000000
id382o3397491	1053.000000	701.000000
id383o3397493	499.000000	476.000000
id384o3397499	445.000000	258.000000
id385o3397500	123.000000	35.000000
id386o3397502	5.000000	0.000000
id387o3397512	4033.000000	3155.000000
id388o3397515	10471.000000	7297.000000
id389o3397517	343.000000	452.000000
id390o3397521	5727.000000	11486.000000
id391o3397522	742.000000	606.000000
id392o3397526	1453.000000	1170.000000
id393o3397528	375.000000	126.000000
id394o3397529	2197.000000	10142.000000
id395o3397530	579.000000	171.000000
id396o3397531	240.000000	23.000000
id397o3397532	2094.000000	3131.000000
id398o3397535	341.000000	237.000000
id399o3397536	768.000000	652.000000
id400o3397538	3265.000000	8729.000000
id401o3397546	662.000000	330.000000
id402o3397554	106.000000	33.000000
id403o3397555	1237.000000	2422.000000
id404o3397556	11603.000000	7295.000000
id405o3397557	188.000000	76.000000
id406o3397561	16.000000	0.000000
id407o3397562	696.000000	571.000000
id408o3397564	9857.000000	10932.000000
id409o3397565	15.000000	0.000000
id410o3397566	78.000000	0.000000
id411o3397569	22.000000	0.000000
id412o3397571	5610.000000	9807.000000
id413o3397573	867.000000	672.000000
id414o3397574	278.000000	491.000000
id415o3397575	769.000000	330.000000
id416o3397579	470.000000	479.000000
id417o3397581	403.000000	47.000000
id418o3397586	455.000000	234.000000
id419o3397588	461.000000	484.000000
id420o3397589	180.000000	88.000000
id421o3397590	196.000000	111.000000
id422o3397591	1025.000000	608.000000
id423o3397592	149.000000	17.000000
id424o3397593	1500.000000	1137.000000
id425o3397594	733.000000	416.000000
id426o3397595	635.000000	521.000000
id427o3397596	4406.000000	3882.000000
id428o3397597	7201.000000	7143.000000
id429o3397598	182.000000	49.000000
id430o3397600	252.000000	160.000000
id431o3397601	1214.000000	551.000000
id432o3397603	111.000000	70.000000
id433o3397604	309.000000	448.000000
id434o3397605	530.000000	367.000000
id435o3397606	0.000000	0.000000
id436o3397611	585.000000	269.000000
id437o3397612	317.000000	351.000000
id438o3397613	467.000000	328.000000
id439o3397615	170.000000	144.000000
id440o3397616	486.000000	433.000000
id441o3397626	54.000000	0.000000
id442o3397628	128.000000	0.000000
id443o3397634	100.000000	1830.000000
id444o3397636	116.000000	0.000000
id445o3397639	575.000000	443.000000
id446o3397640	157.000000	177.000000
id447o3397641	138.000000	22.000000
id448o3397652	125.000000	92.000000
id449o3397653	431.000000	226.000000
id450o3397657	459.000000	385.000000
id451o3397658	415.000000	188.000000
id452o3397659	108.000000	717.000000
id453o3397666	5124.000000	3992.000000
id454o3397667	690.000000	579.000000
id455o3397673	118.000000	5.000000
id456o3397675	7773.000000	14045.000000
id457o3397676	504.000000	322.000000
id458o3397677	276.000000	268.000000
id459o3397678	430.000000	288.000000
id460o3397682	101.000000	0.000000
id461o3397685	4093.000000	8956.000000
id462o3397686	101.000000	38.000000
id463o3397690	773.000000	392.000000
id464o3397692	382.000000	74.000000
id465o3397697	168.000000	167.000000
id466o3397698	288.000000	125.000000
id467o3397699	97.000000	71.000000
id468o3397701	897.000000	1069.000000
id469o3397702	912.000000	546.000000
id470o3397706	532.000000	163.000000
id471o3397712	210.000000	142.000000
id472o3397714	3135.000000	6438.000000
id473o3397715	6032.000000	5989.000000
id474o3397716	249.000000	124.000000
id475o3397717	242.000000	0.000000
id476o3397718	505.000000	211.000000
id477o3397719	74.000000	16.000000
id478o3397720	981.000000	739.000000
id479o3397723	1066.000000	1379.000000
id480o3397725	6966.000000	6329.000000
id481o3397726	388.000000	199.000000
id482o3397727	1685.000000	1326.000000
id483o3397730	91.000000	0.000000
id484o3397731	624.000000	272.000000
id485o3397734	211.000000	109.000000
id486o3397738	731.000000	400.000000
id487o3397744	981.000000	1277.000000
id488o3397746	389.000000	516.000000
id489o3397747	1216.000000	572.000000
id490o3397750	805.000000	532.000000
id491o3397757	171.000000	37.000000
id492o3397765	436.000000	157.000000
id493o3397769	352.000000	205.000000
id494o3397773	356.000000	236.000000
id495o3397777	77.000000	0.000000
id496o3397781	190.000000	70.000000
id497o3397782	14.000000	0.000000
id498o3397784	121.000000	111.000000
id499o3397785	118.000000	42.000000
id500o3397786	1350.000000	1376.000000
id501o3397787	76.000000	27.000000
id502o3397789	87.000000	13.000000
id503o3397790	553.000000	335.000000
id504o3397792	64.000000	0.000000
id505o3397794	33.000000	0.000000
id506o3397795	286.000000	49.000000
id507o3397796	188.000000	33.000000
id508o3397797	2098.000000	1072.000000
id509o3397798	148.000000	31.000000
id510o3397800	1537.000000	1803.000000
id511o3397801	458.000000	1425.000000
id512o3397803	240.000000	1452.000000
id513o3397805	51.000000	0.000000
id514o3397807	817.000000	322.000000
id515o3397808	717.000000	179.000000
id516o3397812	105.000000	0.000000
id517o3397813	124.000000	0.000000
id518o3397814	74.000000	0.000000
id519o3397816	14504.000000	15703.000000
id520o3397818	232.000000	0.000000
id521o3397822	2577.000000	17445.000000
id522o3397825	183.000000	8.000000
id523o3397827	152.000000	1.000000
id524o3397828	104.000000	0.000000
id525o3397829	151.000000	0.000000
id526o3397830	872.000000	531.000000
id527o3397831	488.000000	433.000000
id528o3397833	26988.000000	24980.000000
id529o3397836	84.000000	0.000000
id530o3397839	1488.000000	1200.000000
id531o3397842	646.000000	348.000000
id532o3397843	161.000000	0.000000
id533o3397844	147.000000	0.000000
id534o3397846	33.000000	0.000000
id535o3397848	139.000000	0.000000
id536o3397849	790.000000	414.000000
id537o3397853	4004.000000	9961.000000
id538o3397855	2914.000000	1654.000000
id539o3397856	6009.000000	9750.000000
id540o3397858	107.000000	39.000000
id541o3397859	263.000000	458.000000
id542o3397866	102.000000	32.000000
id543o3397867	202.000000	0.000000
id544o3397868	66.000000	86.000000
id545o3397872	175.000000	72.000000
id546o3397874	63.000000	0.000000
id547o3397877	2542.000000	3250.000000
id548o3397879	2082.000000	2061.000000
id549o3397881	378.000000	254.000000
id550o3397883	619.000000	475.000000
id551o3397884	116.000000	155.000000
id552o3397886	27.000000	0.000000
id553o3397888	50.000000	0.000000
id554o3397892	7548.000000	7353.000000
id555o3397900	357.000000	290.000000
id556o3397902	202.000000	75.000000
id557o3397904	34.000000	0.000000
id558o3397905	70.000000	0.000000
id559o3397906	92.000000	46.000000
id560o3397910	115.000000	0.000000
id561o3397913	112.000000	0.000000
id562o3397914	6.000000	0.000000
id563o3397916	91.000000	0.000000
id564o3397919	2801.000000	11989.000000
id565o3397920	1139.000000	936.000000
id566o3397922	832.000000	748.000000
id567o3397926	174.000000	109.000000
id568o3397927	2116.000000	1123.000000
id569o3397930	104.000000	33.000000
id570o3397931	1683.000000	1409.000000
id571o3397932	2087.000000	2135.000000
id572o3397933	134.000000	6.000000
id573o3397940	520.000000	329.000000
id574o3397944	108.000000	51.000000
id575o3397945	1006.000000	562.000000
id576o3397946	152.000000	4.000000
id577o3397947	471.000000	136.000000
id578o3397950	504.000000	427.000000
id579o3397956	10195.000000	12701.000000
id580o3397959	3255.000000	7400.000000
id581o3397960	73.000000	68.000000
id582o3397961	2451.000000	1967.000000
id583o3397962	754.000000	798.000000
id584o3397963	1280.000000	1596.000000
id585o3397964	556.000000	274.000000
id586o3397966	209.000000	21.000000
id587o3397967	3671.000000	2445.000000
id588o3397968	46.000000	15.000000
id589o3397970	129.000000	7.000000
id590o3397972	831.000000	396.000000
id591o3397973	969.000000	645.000000
id592o3397976	542.000000	425.000000
id593o3397978	230.000000	155.000000
id594o3397980	3690.000000	8526.000000
id595o3397983	283.000000	361.000000
id596o3397984	2540.000000	6219.000000
id597o3397985	1016.000000	592.000000
id598o3397988	61.000000	0.000000
id599o3397992	52.000000	138.000000
id600o3397993	364.000000	250.000000
id601o3397995	5035.000000	2454.000000
id602o3397996	2083.000000	2186.000000
id603o3398001	244.000000	116.000000
id604o3398002	458.000000	196.000000
id605o3398003	178.000000	1021.000000
id606o3398006	135.000000	0.000000
id607o3398007	564.000000	412.000000
id608o3398008	288.000000	191.000000
id609o3398009	296.000000	338.000000
id610o3398010	109.000000	14.000000
id611o3398011	57.000000	0.000000
id612o3398012	1030.000000	676.000000
id613o3398013	1376.000000	517.000000
id614o3398016	106.000000	5.000000
id615o3398018	505.000000	819.000000
id616o3398020	256.000000	40.000000
id617o3398025	107.000000	351.000000
id618o3398034	1377.000000	1412.000000
id619o3398035	266.000000	78.000000
id620o3398036	13.000000	0.000000
id621o3398037	1067.000000	586.000000
id622o3398038	268.000000	285.000000
id623o3398041	218.000000	88.000000
id624o3398042	521.000000	238.000000
id625o3398044	1065.000000	859.000000
id626o3398045	309.000000	238.000000
id627o3398048	801.000000	336.000000
id628o3398049	1229.000000	867.000000
id629o3398052	3085.000000	3125.000000
id630o3398053	600.000000	179.000000
id631o3398056	94.000000	69.000000
id632o3398059	2783.000000	1621.000000
id633o3398062	309.000000	271.000000
id634o3398063	100.000000	0.000000
id635o3398065	2311.000000	2549.000000
id636o3398066	105.000000	0.000000
id637o3398069	447.000000	252.000000
id638o3398071	497.000000	591.000000
id639o3398076	858.000000	584.000000
id640o3398077	1147.000000	1209.000000
id641o3398079	96.000000	0.000000
id642o3398081	15403.000000	18870.000000
id643o3398083	4244.000000	8298.000000
id644o3398089	1117.000000	461.000000
id645o3398091	944.000000	875.000000
id646o3398092	357.000000	477.000000
id647o3398094	315.000000	431.000000
id648o3398096	82.000000	0.000000
id649o3398097	29.000000	0.000000
id650o3398099	69.000000	20.000000
id651o3398101	297.000000	62.000000
id652o3398104	407.000000	912.000000
id653o3398105	226.000000	166.000000
id654o3398107	589.000000	373.000000
id655o3398108	95.000000	0.000000
id656o3398111	2680.000000	988.000000
id657o3398114	813.000000	813.000000
id658o3398115	3133.000000	3709.000000
id659o3398116	465.000000	294.000000
id660o3398118	94.000000	1591.000000
id661o3398120	1192.000000	1028.000000
id662o3398121	2154.000000	2069.000000
id663o3398122	141.000000	0.000000
id664o3398126	139.000000	0.000000
id665o3398129	1549.000000	2477.000000
id666o3398135	360.000000	335.000000
id667o3398137	40.000000	0.000000
id668o3398138	2989.000000	3654.000000
id669o3398140	439.000000	204.000000
id670o3398144	577.000000	108.000000
id671o3398146	297.000000	99.000000
id672o3398147	41.000000	0.000000
id673o3398148	58.000000	0.000000
id674o3398149	49.000000	0.000000
id675o3398151	1179.000000	435.000000
id676o3398158	15.000000	0.000000
id677o3398162	1158.000000	1243.000000
id678o3398167	2365.000000	2559.000000
id679o3398170	892.000000	493.000000
id680o3398171	3754.000000	17692.000000
id681o3398176	219.000000	69.000000
id682o3398183	97.000000	0.000000
id683o3398185	160.000000	19.000000
id684o3398187	5042.000000	7124.000000
id685o3398194	56.000000	0.000000
id686o3398195	881.000000	807.000000
id687o3398200	620.000000	158.000000
id688o3398201	5512.000000	24566.000000
id689o3398205	692.000000	576.000000
id690o3398207	67.000000	54.000000
id691o3398217	81.000000	0.000000
id692o3398221	0.000000	0.000000
id693o3398223	345.000000	171.000000
id694o3398224	104.000000	0.000000
id695o3398225	488.000000	312.000000
id696o3398226	2902.000000	2742.000000
id697o3398227	820.000000	821.000000
id698o3398228	179.000000	42.000000
id699o3398231	102.000000	0.000000
id700o3398233	2626.000000	1614.000000
id701o3398234	7545.000000	5158.000000
id702o3398236	25.000000	0.000000
id703o3398237	727.000000	202.000000
id704o3398238	184.000000	0.000000
id705o3398240	6.000000	0.000000
id706o3398244	63.000000	0.000000
id707o3398246	63.000000	3.000000
id708o3398247	38.000000	0.000000
id709o3398248	925.000000	4659.000000
id710o3398249	401.000000	58.000000
id711o3398251	102.000000	0.000000
id712o3398252	713.000000	651.000000
id713o3398253	446.000000	167.000000
id714o3398262	80.000000	0.000000
id715o3398267	42.000000	0.000000
id716o3398268	6351.000000	7297.000000
id717o3398270	123.000000	64.000000
id718o3398273	214.000000	67.000000
id719o3398276	581.000000	107.000000
id720o3398707	119.000000	0.000000
id721o3398792	1791.000000	963.000000
id722o3398869	4920.000000	5174.000000
id723o3398928	50.000000	0.000000
id724o3398977	4825.000000	3430.000000
id725o3399011	102.000000	22.000000
id726o3399049	5013.000000	2772.000000
id727o3399051	1579.000000	956.000000
id728o3399052	1380.000000	7714.000000
id729o3399061	670.000000	438.000000
id730o3399062	1186.000000	726.000000
id731o3399063	1715.000000	1608.000000
id732o3399068	464.000000	199.000000
id733o3399069	365.000000	163.000000
id734o3399070	730.000000	639.000000
id735o3399078	4156.000000	2933.000000
id736o3399084	122.000000	0.000000
id737o3399090	1679.000000	1114.000000
id738o3399096	131.000000	45.000000
id739o3399097	57.000000	0.000000
id740o3399098	770.000000	335.000000
id741o3399101	94.000000	0.000000
id742o3399106	61.000000	0.000000
id743o3399110	1363.000000	383.000000
id744o3399115	1145.000000	541.000000
id745o3399117	661.000000	220.000000
id746o3399126	150.000000	32.000000
id747o3399136	41.000000	41.000000
id748o3399137	15148.000000	12135.000000
id749o3399140	141.000000	110.000000
id750o3399142	740.000000	332.000000
id751o3399155	610.000000	463.000000
id752o3399157	3613.000000	1272.000000
id753o3399159	359.000000	270.000000
id754o3399161	1720.000000	2004.000000
id755o3399168	1624.000000	951.000000
id756o3399173	1923.000000	1025.000000
id757o3399178	1564.000000	750.000000
id758o3399186	548.000000	265.000000
id759o3399192	2321.000000	1368.000000
id760o3399193	2314.000000	919.000000
id761o3399194	648.000000	206.000000
id762o3399197	634.000000	951.000000
id763o3399211	698.000000	533.000000
id764o3399212	146.000000	1.000000
id765o3399216	596.000000	189.000000
id766o3399218	403.000000	184.000000
id767o3399220	2611.000000	2053.000000
id768o3399241	171.000000	0.000000
id769o3399243	92.000000	0.000000
id770o3399247	323.000000	206.000000
id771o3399251	3424.000000	8648.000000
id772o3399254	419.000000	391.000000
id773o3399257	374.000000	1099.000000
id774o3399258	715.000000	486.000000
id775o3399259	2314.000000	1834.000000
id776o3399260	5942.000000	11294.000000
id777o3399262	238.000000	69.000000
id778o3399268	158.000000	0.000000
id779o3399269	1298.000000	1465.000000
